Conteudo|TipoPrazo|nr_processo|NomeUJDeterminacao|NomeUJPrincipalProcesso|ExercicioPrincipalProcesso|NomeRelator|Modalidade|Tipo|EsferaUJPrincipalProcesso|MunicipioUJPrincipalProcesso|StatusProcesso|Documento|AnoAcordaoParecer|DataSessaoJulgamento|HoraSessaoJulgamento|NomeColegiado|LinkProcesso|LinkDocumento|NumeroAcordaoParecer|dt_prazo|nr_prazo_dias
"<p style=""text-align: justify;"">Providenciar controles cont&amp;aacute;beis capazes de proporcionar o registro no Balan&amp;ccedil;o Patrimonial da Provis&amp;atilde;o para Perdas de D&amp;iacute;vida Ativa, conta redutora de Ativo, evitando, assim, o superdimensionamento do saldo da D&amp;iacute;vida Ativa com cr&amp;eacute;ditos de dif&amp;iacute;cil arrecada&amp;ccedil;&amp;atilde;o.</p>
<br><p style=""text-align: justify;"">Adotar controle mais eficiente por fontes/aplica&amp;ccedil;&amp;atilde;o de recursos.</p>
<br><p style=""text-align: justify;"">Organizar a contabilidade de forma a permitir o acompanhamento dos fatos decorrentes ou n&amp;atilde;o da execu&amp;ccedil;&amp;atilde;o or&amp;ccedil;ament&amp;aacute;ria e a an&amp;aacute;lise e interpreta&amp;ccedil;&amp;atilde;o dos resultados econ&amp;ocirc;micos e financeiros, zelando para o exato registro dos valores que comp&amp;otilde;em as pe&amp;ccedil;as cont&amp;aacute;beis e em observ&amp;acirc;ncia &amp;agrave;s normas que regem a sua elabora&amp;ccedil;&amp;atilde;o.</p>
<br>"|Dias|19100323-2|Prefeitura Municipal de Buíque|Prefeitura Municipal de Buíque|2018|CARLOS NEVES|Prestação de Contas|Governo|M |Buíque|Transitado em Julgado - Aguardando Julgamento do Legislativo|Parecer Prévio|2020|2020-09-29|15:00:00|1ª Câmara|http://etce.tce.pe.gov.br/epp/ConsultaExternaTCE/listView.seam?cprc=19100323&digito=2|http://etce.tce.pe.gov.br/epp/validaDoc.seam?cod=18CEC6BA-5243-40D9-A269-654E9FB76014|||180
"<ol>
	<li dir=""ltr"">
	<p dir=""ltr"" role=""presentation"" style=""text-align: justify;""><strong id=""docs-internal-guid-5970f2f1-7fff-cfaa-060b-09180fb11f9b"">Fortalecer o planejamento or&amp;ccedil;ament&amp;aacute;rio, mediante revis&amp;otilde;es adequadas para a receita/despesa, atentando para as exig&amp;ecirc;ncias estabelecidas pela legisla&amp;ccedil;&amp;atilde;o;</strong></p>
	</li>
	<li dir=""ltr"">
	<p dir=""ltr"" role=""presentation""><strong id=""docs-internal-guid-5970f2f1-7fff-cfaa-060b-09180fb11f9b"">Fortalecer o sistema de registro cont&amp;aacute;bil, procedendo ao registro da provis&amp;atilde;o para cr&amp;eacute;ditos inscritos em d&amp;iacute;vida ativa de recebimento incerto, com base nos Princ&amp;iacute;pios Cont&amp;aacute;beis da Oportunidade e da Prud&amp;ecirc;ncia, da Portaria n&amp;ordm; 564/2004, que aprova o Manual da D&amp;iacute;vida Ativa (art. 2&amp;ordm;);</strong></p>
	</li>
	<li dir=""ltr"">
	<p dir=""ltr"" role=""presentation""><strong id=""docs-internal-guid-5970f2f1-7fff-cfaa-060b-09180fb11f9b"">Elaborar a Lei Or&amp;ccedil;ament&amp;aacute;ria Anual como instrumento de um planejamento adequado, contendo autoriza&amp;ccedil;&amp;atilde;o para abertura de cr&amp;eacute;ditos adicionais compat&amp;iacute;vel com a realidade municipal;</strong></p>
	</li>
	<li dir=""ltr"">
	<p dir=""ltr"" role=""presentation""><strong id=""docs-internal-guid-5970f2f1-7fff-cfaa-060b-09180fb11f9b"">Realizar tempestivamente e por completo o repasse das contribui&amp;ccedil;&amp;otilde;es previdenci&amp;aacute;rias devidas ao Regime Pr&amp;oacute;prio de Previd&amp;ecirc;ncia Social.</strong></p>
	</li>
</ol>
<br>"|Dias|19100324-4|Prefeitura Municipal de Exu|Prefeitura Municipal de Exu|2018|TERESA DUERE|Prestação de Contas|Governo|M |Exu|Julgado (Publicado) - Recorrido|Parecer Prévio|2021|2021-01-28|10:00:00|2ª Câmara|http://etce.tce.pe.gov.br/epp/ConsultaExternaTCE/listView.seam?cprc=19100324&digito=4|http://etce.tce.pe.gov.br/epp/validaDoc.seam?cod=C45FADA6-17BF-4836-BC05-708F57EABBB4|||180
"<p style=""text-align: justify;"">Definir os indicadores (conceito e forma de apura&amp;ccedil;&amp;atilde;o) que ser&amp;atilde;o utilizados para avalia&amp;ccedil;&amp;atilde;o qualitativa das entidades privadas sem fins lucrativos que atuam de forma complementar na &amp;aacute;rea de sa&amp;uacute;de, bem como estabelecer as metas a serem alcan&amp;ccedil;adas pelos contratados/conveniados.</p>
<br><p style=""text-align: justify;"">Estabelecer um calend&amp;aacute;rio e rotina de aplica&amp;ccedil;&amp;atilde;o dos question&amp;aacute;rios de satisfa&amp;ccedil;&amp;atilde;o dos usu&amp;aacute;rios, de preenchimento dos formul&amp;aacute;rios de monitoramento e supervis&amp;atilde;o dos hospitais, bem como tabular as quest&amp;otilde;es avaliadas com uma pontua&amp;ccedil;&amp;atilde;o, objetivando a mensura&amp;ccedil;&amp;atilde;o dos resultados constatados.</p>
<br>"|Dias|16100351-5|Secretaria de Saúde do Recife|Secretaria de Saúde do Recife|2015|CARLOS NEVES|Prestação de Contas|Gestão|M |Recife|Julgado (publicado)|Acórdão|2020|2020-12-15|15:00:00|1ª Câmara|http://etce.tce.pe.gov.br/epp/ConsultaExternaTCE/listView.seam?cprc=16100351&digito=5|http://etce.tce.pe.gov.br/epp/validaDoc.seam?cod=AA4236B1-9BCF-40B9-A9CB-109707FF263A|1196||270
"<ul>
	<li style=""text-align: justify;"">Estabelecer na Lei Or&amp;ccedil;ament&amp;aacute;ria Anual (LOA) um limite razo&amp;aacute;vel para a abertura de cr&amp;eacute;ditos adicionais diretamente pelo Poder Executivo atrav&amp;eacute;s de decreto sem descaracterizar o or&amp;ccedil;amento como instrumento e, na pr&amp;aacute;tica, excluir o Poder Legislativo do processo de altera&amp;ccedil;&amp;atilde;o or&amp;ccedil;ament&amp;aacute;ria (Item 2.1);</li>
	<li style=""text-align: justify;"">Discriminar no decreto da programa&amp;ccedil;&amp;atilde;o financeira e do cronograma de execu&amp;ccedil;&amp;atilde;o mensal de desembolso as medidas relativas &amp;agrave; quantidade e valores de a&amp;ccedil;&amp;otilde;es ajuizadas para cobran&amp;ccedil;a da D&amp;iacute;vida Ativa, bem como a evolu&amp;ccedil;&amp;atilde;o do montante dos cr&amp;eacute;ditos tribut&amp;aacute;rios pass&amp;iacute;veis de cobran&amp;ccedil;a administrativa (Item 2.2);</li>
	<li style=""text-align: justify;"">Elaborar a programa&amp;ccedil;&amp;atilde;o financeira e o cronograma de execu&amp;ccedil;&amp;atilde;o mensal de desembolso com a discrimina&amp;ccedil;&amp;atilde;o de forma anal&amp;iacute;tica dos itens de receita e despesa, a fim de possibilitar a identifica&amp;ccedil;&amp;atilde;o detalhada dos recursos que ingressam nos cofres p&amp;uacute;blicos, bem como dos disp&amp;ecirc;ndios realizados (Item 2.2);</li>
	<li style=""text-align: justify;"">Realizar ajustes na metodologia de c&amp;aacute;lculo empregada para previs&amp;atilde;o das receitas correntes e de capital quando da elabora&amp;ccedil;&amp;atilde;o do or&amp;ccedil;amento (Item 2.4.1);</li>
	<li style=""text-align: justify;"">Implantar medidas administrativas para aumentar o percentual de arrecada&amp;ccedil;&amp;atilde;o das receitas tribut&amp;aacute;rias pr&amp;oacute;prias com rela&amp;ccedil;&amp;atilde;o as receitas or&amp;ccedil;ament&amp;aacute;rias arrecadadas (Item 2.4.1);</li>
</ul>
<br><ul>
	<li style=""text-align: justify;"">Aprimorar o controle cont&amp;aacute;bil por fontes/destina&amp;ccedil;&amp;atilde;o de recursos, a fim de que seja considerada a sufici&amp;ecirc;ncia de saldos em cada conta para realiza&amp;ccedil;&amp;atilde;o de despesas, evitando, assim, contrair obriga&amp;ccedil;&amp;otilde;es sem lastro financeiro, de modo a preservar o equil&amp;iacute;brio financeiro e fiscal do referido munic&amp;iacute;pio (Item 3.1);</li>
	<li style=""text-align: justify;"">Identificar de forma clara e detalhada o valor da D&amp;iacute;vida Ativa do munic&amp;iacute;pio registrada no Balan&amp;ccedil;o Patrimonial e constituir a provis&amp;atilde;o, por meio de conta redutora de Ativo: Provis&amp;atilde;o para D&amp;iacute;vida Ativa de Recebimento Duvidoso, para ajustar o saldo da referida d&amp;iacute;vida (Item 3.2.1);</li>
	<li style=""text-align: justify;"">Adotar medidas que institua ou aprimore os mecanismos de arrecada&amp;ccedil;&amp;atilde;o dos cr&amp;eacute;ditos inscritos em D&amp;iacute;vida Ativa, de modo a ampliar a arrecada&amp;ccedil;&amp;atilde;o de receitas municipais (3.2.1);</li>
	<li style=""text-align: justify;"">Tomar medidas para que o Balan&amp;ccedil;o Patrimonial em suas notas explicativas evidenciem os crit&amp;eacute;rios que fundamentaram os registros da D&amp;iacute;vida Ativa no Ativo N&amp;atilde;o Circulante, bem como demonstre os crit&amp;eacute;rios utilizados para a defini&amp;ccedil;&amp;atilde;o da expectativa de realiza&amp;ccedil;&amp;atilde;o dos cr&amp;eacute;ditos, inclusive quanto &amp;agrave;s devidas cobran&amp;ccedil;as administrativas e judiciais pertinentes (Item 3.2.1);</li>
	<li style=""text-align: justify;"">Adotar todas as medidas legais necess&amp;aacute;rias a recondu&amp;ccedil;&amp;atilde;o dos gastos com pessoal aos limites impostos pela Lei de Responsabilidade Fiscal (LRF) (Item 5.1);</li>
</ul>
<br><ul>
	<li style=""text-align: justify;"">Efetuar os devidos ajustes na Receita Corrente L&amp;iacute;quida (RCL) do munic&amp;iacute;pio, atrav&amp;eacute;s da dedu&amp;ccedil;&amp;atilde;o dos valores recebidos de transfer&amp;ecirc;ncias obrigat&amp;oacute;rias da Uni&amp;atilde;o relativas &amp;agrave;s emendas individuais, conforme disp&amp;otilde;e o &amp;sect; 16 do artigo 166 da Constitui&amp;ccedil;&amp;atilde;o Federal, para fins de apura&amp;ccedil;&amp;atilde;o do percentual da Despesa Total com Pessoal (DTP) em rela&amp;ccedil;&amp;atilde;o &amp;agrave; Receita Corrente L&amp;iacute;quida (RCL) (Item 5.1);</li>
	<li style=""text-align: justify;"">Controlar os gastos p&amp;uacute;blicos para que n&amp;atilde;o haja inscri&amp;ccedil;&amp;atilde;o de Restos a Pagar Processados ou N&amp;atilde;o Processados sem disponibilidade de recursos financeiros, pois tal fato pode comprometer os desempenhos or&amp;ccedil;ament&amp;aacute;rios dos exerc&amp;iacute;cios futuros (Item 5.4);</li>
	<li style=""text-align: justify;"">Realizar estudos para melhorar as pol&amp;iacute;ticas p&amp;uacute;blicas na &amp;aacute;rea de educa&amp;ccedil;&amp;atilde;o, com a finalidade de diminuir o Fracasso Escolar na rede municipal de ensino (Item 6);</li>
	<li style=""text-align: justify;"">Realizar estudos para melhorar as pol&amp;iacute;ticas p&amp;uacute;blicas na &amp;aacute;rea de sa&amp;uacute;de, com o prop&amp;oacute;sito de diminuir o n&amp;uacute;mero de &amp;oacute;bitos infantis no munic&amp;iacute;pio (Item 7);</li>
</ul>
<br>"|Dias|19100346-3|Prefeitura Municipal de Buenos Aires|Prefeitura Municipal de Buenos Aires|2018|CARLOS PORTO|Prestação de Contas|Governo|M |Buenos Aires|Transitado em Julgado - Aguardando Julgamento do Legislativo|Parecer Prévio|2020|2020-10-01|10:00:00|2ª Câmara|http://etce.tce.pe.gov.br/epp/ConsultaExternaTCE/listView.seam?cprc=19100346&digito=3|http://etce.tce.pe.gov.br/epp/validaDoc.seam?cod=53975700-DAD0-410F-8025-D8DB94E51DF7|||180
"<p style=""text-align: justify;"">Estruturar adequadamente o &amp;Oacute;rg&amp;atilde;o de Controle Interno do Poder Executivo Municipal e implementar a&amp;ccedil;&amp;otilde;es de controle previstas na Resolu&amp;ccedil;&amp;atilde;o TC&amp;nbsp;n<u><sup>o</sup></u> 001/2009, com fins de tornar o SCI daquele Poder eficiente, eficaz e efetivo.</p>
<br><p style=""text-align: justify;"">Proceder &amp;agrave; realiza&amp;ccedil;&amp;atilde;o do invent&amp;aacute;rio de bens m&amp;oacute;veis e im&amp;oacute;veis pelo menos uma vez ao ano.</p>
<br>"|Dias|19100348-7|Prefeitura Municipal de Santa Cruz|Prefeitura Municipal de Santa Cruz|2018|CARLOS NEVES|Prestação de Contas|Gestão|M |Santa Cruz|Transitado em julgado|Acórdão|2020|2020-11-17|15:00:00|1ª Câmara|http://etce.tce.pe.gov.br/epp/ConsultaExternaTCE/listView.seam?cprc=19100348&digito=7|http://etce.tce.pe.gov.br/epp/validaDoc.seam?cod=41D06697-CFD0-414B-99D6-F40625092913|1040||180
Proceder ao estudo das necessidades de pessoal da Câmara, ato contínuo realizando o necessário concurso público em face de não existir nenhum servidor efetivo no quadro de pessoal do Poder Legislativo.<br>|Dias|15100365-8|Câmara Municipal de Serrita|Câmara Municipal de Serrita|2014|DIRCEU RODOLFO DE MELO JÚNIOR|Prestação de Contas|Gestão|M |Serrita|Transitado em julgado|Acórdão|2016|2016-07-19|10:00:00|2ª Câmara|http://etce.tce.pe.gov.br/epp/ConsultaExternaTCE/listView.seam?cprc=15100365&digito=8|http://etce.tce.pe.gov.br/epp/validaDoc.seam?cod=3AC3C35F-4C8C-40A0-AA68-3C57B846FE3A|719||270
"<p style=""text-align: justify;"">Respeitar as informa&amp;ccedil;&amp;otilde;es m&amp;iacute;nimas que devem compor o Anexo de Metas e Prioridades da LDO, estabelecendo as a&amp;ccedil;&amp;otilde;es priorit&amp;aacute;rias da Administra&amp;ccedil;&amp;atilde;o, vinculadas aos demais elementos necess&amp;aacute;rios ao seu planejamento, execu&amp;ccedil;&amp;atilde;o e monitoramento;</p>

<p style=""text-align: justify;"">2. Utilizar indicadores reais e atualizados no procedimento do c&amp;aacute;lculo de previs&amp;atilde;o da receita;</p>

<p style=""text-align: justify;"">3. Elaborar Programa&amp;ccedil;&amp;atilde;o Financeira e Cronograma Mensal de Desembolso at&amp;eacute; 30 dias ap&amp;oacute;s a publica&amp;ccedil;&amp;atilde;o da LOA, nos termos estabelecidos pela LDO, a fim de que seja realizado o fluxo de caixa do munic&amp;iacute;pio;</p>

<p style=""text-align: justify;"">4. Aprimorar os procedimentos relacionados &amp;agrave; qualidade da informa&amp;ccedil;&amp;atilde;o disponibilizada ao cidad&amp;atilde;o, com vista ao melhoramento do &amp;Iacute;ndice de Transpar&amp;ecirc;ncia Municipal;</p>

<p style=""text-align: justify;"">5. Aprimorar o controle cont&amp;aacute;bil por fontes/destina&amp;ccedil;&amp;atilde;o de recursos a fim de que sejam obedecidos os saldos de cada conta, evitando, assim, a realiza&amp;ccedil;&amp;atilde;o de despesas sem lastro financeiro;</p>

<p style=""text-align: justify;"">6. Adotar as medidas necess&amp;aacute;rias junto &amp;agrave; Procuradoria Municipal ou outro competente, com vistas &amp;agrave; operacionaliza&amp;ccedil;&amp;atilde;o das cobran&amp;ccedil;as dos cr&amp;eacute;ditos inscritos em D&amp;iacute;vida Ativa;</p>

<p style=""text-align: justify;"">7. Abster-se de realizar inscri&amp;ccedil;&amp;otilde;es em Restos a Pagar sem a correspondente disponibilidade de caixa que garanta o devido suporte financeiro aos compromissos firmados;</p>

<p style=""text-align: justify;"">8. Adotar medidas legais previstas na LRF a fim de reduzir a Despesa Total com Pessoal, a fim de reenquadr&amp;aacute;-la no limite legal previsto na norma de reg&amp;ecirc;ncia.</p>
<br>"|Dias|16100097-6|Prefeitura Municipal de Água Preta|Prefeitura Municipal de Água Preta|2015|DIRCEU RODOLFO DE MELO JÚNIOR|Prestação de Contas|Governo|M |Água Preta|Julgado (Publicado) - Recorrido|Parecer Prévio|2019|2019-08-20|10:00:00|2ª Câmara|http://etce.tce.pe.gov.br/epp/ConsultaExternaTCE/listView.seam?cprc=16100097&digito=6|http://etce.tce.pe.gov.br/epp/validaDoc.seam?cod=EB34F01E-AD24-45ED-9A68-DDD47569A1F0|||360
"<p style=""text-align: justify;"">Regularizar a D&amp;iacute;vida Ativa do Munic&amp;iacute;pio, promovendo a sua efetiva cobran&amp;ccedil;a e arrecada&amp;ccedil;&amp;atilde;o (vide <strong>item 3.2.1 do Relat&amp;oacute;rio de Auditoria</strong>).</p>
<br>"|Dias|18100243-7|Prefeitura Municipal do Bom Jardim|Prefeitura Municipal do Bom Jardim|2017|CARLOS NEVES|Prestação de Contas|Governo|M |Bom Jardim|Transitado em Julgado - Aguardando Julgamento do Legislativo|Parecer Prévio|2019|2019-10-31|10:00:00|2ª Câmara|http://etce.tce.pe.gov.br/epp/ConsultaExternaTCE/listView.seam?cprc=18100243&digito=7|http://etce.tce.pe.gov.br/epp/validaDoc.seam?cod=3E968C04-6ADC-4D7A-8F6E-F1D5CC0564DB|||360
"<p style=""text-align: justify;"">Regularizar a D&amp;iacute;vida Ativa do Munic&amp;iacute;pio, promovendo a sua efetiva cobran&amp;ccedil;a e arrecada&amp;ccedil;&amp;atilde;o (vide <strong>item 3.2.1 do Relat&amp;oacute;rio de Auditoria</strong>).</p>
<br>"|Dias|18100294-2|Prefeitura Municipal de Venturosa|Prefeitura Municipal de Venturosa|2017|CARLOS NEVES|Prestação de Contas|Governo|M |Venturosa|Transitado em Julgado - Aguardando Julgamento do Legislativo|Parecer Prévio|2020|2020-05-28|15:00:00|1ª Câmara|http://etce.tce.pe.gov.br/epp/ConsultaExternaTCE/listView.seam?cprc=18100294&digito=2|http://etce.tce.pe.gov.br/epp/validaDoc.seam?cod=18672DA6-19D7-4281-BD99-9C8F6D842D7D|||360
"<p style=""text-align: justify;"">Recompor&amp;nbsp;os valores retirados indevidamente do Plano Previdenci&amp;aacute;rio do IPRESB para socorrer o Plano Financeiro na cobertura de seu d&amp;eacute;ficit financeiro - em descumprimento &amp;agrave;&amp;nbsp;separa&amp;ccedil;&amp;atilde;o das massas do RPPS -, providenciando a apura&amp;ccedil;&amp;atilde;o do montante devido pelo Tesouro municipal ao Plano Previdenci&amp;aacute;rio ao longo de 2017, e de exerc&amp;iacute;cios passados, se houver, levando em considera&amp;ccedil;&amp;atilde;o a corre&amp;ccedil;&amp;atilde;o monet&amp;aacute;ria e a remunera&amp;ccedil;&amp;atilde;o da taxa de juros alcan&amp;ccedil;ada pelas aplica&amp;ccedil;&amp;otilde;es dispon&amp;iacute;veis ao RPPS no per&amp;iacute;odo calculado;</p>
<br>"|Dias|18100298-0|Prefeitura Municipal do Brejo da Madre de Deus|Prefeitura Municipal do Brejo da Madre de Deus|2017|TERESA DUERE|Prestação de Contas|Governo|M |Brejo da Madre de Deus|Julgado (Publicado) - Recorrido|Parecer Prévio|2019|2019-10-08|10:00:00|1ª Câmara|http://etce.tce.pe.gov.br/epp/ConsultaExternaTCE/listView.seam?cprc=18100298&digito=0|http://etce.tce.pe.gov.br/epp/validaDoc.seam?cod=F53E0BE0-94E6-4B5A-83A3-62E14C3611DA|||360
"<p style=""text-align: justify;"">Regularizar a D&amp;iacute;vida Ativa do Munic&amp;iacute;pio, promovendo a sua efetiva cobran&amp;ccedil;a e arrecada&amp;ccedil;&amp;atilde;o (vide <strong>item 3.2.1 do Relat&amp;oacute;rio de Auditoria</strong>).</p>
<br>"|Dias|18100339-9|Prefeitura Municipal de Frei Miguelinho|Prefeitura Municipal de Frei Miguelinho|2017|CARLOS NEVES|Prestação de Contas|Governo|M |Frei Miguelinho|Transitado em Julgado - Aguardando Julgamento do Legislativo|Parecer Prévio|2020|2020-07-14|15:00:00|1ª Câmara|http://etce.tce.pe.gov.br/epp/ConsultaExternaTCE/listView.seam?cprc=18100339&digito=9|http://etce.tce.pe.gov.br/epp/validaDoc.seam?cod=B172ADE3-CE08-4094-85CA-20E83EA7A28F|||360
"<p style=""text-align: justify;"">Envidar esfor&amp;ccedil;os no sentido de reverter o baixo desempenho do munic&amp;iacute;pio de Palmeirina nos resultados do IDEB da rede de ensino municipal, mais precisamente buscando conhecer a realidade das redes de ensino com melhor desempenho, a fim de elaborar e adotar a&amp;ccedil;&amp;otilde;es vinculadas &amp;agrave; pol&amp;iacute;tica p&amp;uacute;blica educacional capazes de proporcionar o m&amp;aacute;ximo desenvolvimento cognitivo dos alunos da rede p&amp;uacute;blica.</p>
<br>"|Dias|18100381-8|Prefeitura Municipal de Palmeirina|Prefeitura Municipal de Palmeirina|2017|CARLOS NEVES|Prestação de Contas|Governo|M |Palmeirina|Julgado (Publicado) - Recorrido|Parecer Prévio|2019|2019-10-17|10:00:00|2ª Câmara|http://etce.tce.pe.gov.br/epp/ConsultaExternaTCE/listView.seam?cprc=18100381&digito=8|http://etce.tce.pe.gov.br/epp/validaDoc.seam?cod=85F3046F-CB2D-4AB3-AE11-BC1E1FF3D05F|||360
"<p style=""text-align: justify;"">Regularizar a D&amp;iacute;vida Ativa do Munic&amp;iacute;pio, promovendo a sua efetiva cobran&amp;ccedil;a e arrecada&amp;ccedil;&amp;atilde;o (vide <strong>item 3.2.1 do Relat&amp;oacute;rio de Auditoria</strong>).</p>
<br>"|Dias|18100413-6|Prefeitura Municipal de Ferreiros|Prefeitura Municipal de Ferreiros|2017|CARLOS NEVES|Prestação de Contas|Governo|M |Ferreiros|Transitado em Julgado após Recursos - Aguardando Julgamento do Legislativo|Parecer Prévio|2020|2020-07-07|15:00:00|1ª Câmara|http://etce.tce.pe.gov.br/epp/ConsultaExternaTCE/listView.seam?cprc=18100413&digito=6|http://etce.tce.pe.gov.br/epp/validaDoc.seam?cod=267FD925-2706-4F01-AD6E-736569C57C0B|||360
"<p style=""text-align: justify;"">Regularizar a D&amp;iacute;vida Ativa do Munic&amp;iacute;pio, promovendo a sua efetiva cobran&amp;ccedil;a e arrecada&amp;ccedil;&amp;atilde;o (vide <strong>item 3.2.1 do Relat&amp;oacute;rio de Auditoria</strong>).</p>
<br>"|Dias|18100487-2|Prefeitura Municipal de Lagoa Grande|Prefeitura Municipal de Lagoa Grande|2017|CARLOS NEVES|Prestação de Contas|Governo|M |Lagoa Grande|Transitado em Julgado - Aguardando Julgamento do Legislativo|Parecer Prévio|2019|2019-11-21|10:00:00|2ª Câmara|http://etce.tce.pe.gov.br/epp/ConsultaExternaTCE/listView.seam?cprc=18100487&digito=2|http://etce.tce.pe.gov.br/epp/validaDoc.seam?cod=751E3B8A-EEAE-4212-A78E-6770DFBEA6A3|||360
"<p style=""text-align: justify;"">Regularizar a D&amp;iacute;vida Ativa do Munic&amp;iacute;pio, promovendo a sua efetiva cobran&amp;ccedil;a e arrecada&amp;ccedil;&amp;atilde;o (vide <strong>item 3.2.1 do Relat&amp;oacute;rio de Auditoria</strong>).</p>
<br><p style=""text-align: justify;"">Reavaliar as diretrizes pedag&amp;oacute;gicas e reorientar todo o sistema municipal de ensino, de modo a garantir o desenvolvimento das potencialidades cognitivas dos alunos da rede municipal.</p>
<br>"|Dias|18100512-8|Prefeitura Municipal de Água Preta|Prefeitura Municipal de Água Preta|2017|CARLOS NEVES|Prestação de Contas|Governo|M |Água Preta|Transitado em Julgado - Aguardando Julgamento do Legislativo|Parecer Prévio|2019|2019-11-28|10:00:00|2ª Câmara|http://etce.tce.pe.gov.br/epp/ConsultaExternaTCE/listView.seam?cprc=18100512&digito=8|http://etce.tce.pe.gov.br/epp/validaDoc.seam?cod=86A847E5-4B71-4CC2-B836-DC90C6272AB7|||360
